date	time	band	mag	mag_limit	dmag	instrument	date_unit	time_unit	mag_unit	mag_type	time_frame	extinction_corrected	dtime
51425	491.5	I_{c}	22.22	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51426	492.5	V	23.12	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51426	492.5	B	22.77	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51426	492.5	R_{c}	22.3	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51426	492.5	I_{c}	22.23	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51427	493.5	V	23.13	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51427	493.5	B	22.77	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51427	493.5	R_{c}	22.32	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51427	493.5	I_{c}	22.25	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51428	494.4	V	23.14	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51428	494.4	B	22.78	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51428	494.4	R_{c}	22.33	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51428	494.4	I_{c}	22.26	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51429	495.4	V	23.15	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51429	495.4	B	22.79	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51429	495.4	R_{c}	22.34	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51429	495.4	I_{c}	22.28	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51430	496.4	V	23.16	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51430	496.4	B	22.8	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51430	496.4	R_{c}	22.36	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51430	496.4	I_{c}	22.3	0	0.06	CTIO	MJD	days	AB	apparent	observer	True	NaN
51431	497.4	V	23.18	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51431	497.4	B	22.81	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51431	497.4	R_{c}	22.37	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51431	497.4	I_{c}	22.31	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51432	498.4	V	23.18	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51432	498.4	B	22.82	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51432	498.4	R_{c}	22.38	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51432	498.4	I_{c}	22.33	0	0.06	CTIO	MJD	days	AB	apparent	observer	True	NaN
